journal_name,category,rank,source,issn_type,issn
psychology-journal of the higher school of economics,"PSYCHOLOGY, MULTIDISCIPLINARY",410,psych2,issn,1813-8918
psychology-journal of the higher school of economics,"PSYCHOLOGY, MULTIDISCIPLINARY",410,psych2,e_issn,1813-8918
zeitschrift fur neuropsychologie,PSYCHOLOGY,411,psych2,issn,1016-264X
zeitschrift fur neuropsychologie,PSYCHOLOGY,411,psych2,e_issn,1664-2902
psikhologicheskii zhurnal,"PSYCHOLOGY, MULTIDISCIPLINARY",412,psych2,issn,0205-9592
revista iberoamericana de psicologia del ejercicio y el deporte,"PSYCHOLOGY, APPLIED",413,psych2,issn,1886-8576
revista iberoamericana de psicologia del ejercicio y el deporte,"PSYCHOLOGY, APPLIED",413,psych2,e_issn,2340-7700
revista argentina de ciencias del comportamiento,"PSYCHOLOGY, MULTIDISCIPLINARY",414,psych2,issn,1852-4206
revista argentina de ciencias del comportamiento,"PSYCHOLOGY, MULTIDISCIPLINARY",414,psych2,e_issn,1852-4206
international journal of applied psychoanalytic studies,"PSYCHOLOGY, PSYCHOANALYSIS",415,psych2,issn,1742-3341
international journal of applied psychoanalytic studies,"PSYCHOLOGY, PSYCHOANALYSIS",415,psych2,e_issn,1556-9187
journal of psychology and theology,"PSYCHOLOGY, MULTIDISCIPLINARY",416,psych2,issn,0091-6471
journal of psychology and theology,"PSYCHOLOGY, MULTIDISCIPLINARY",416,psych2,e_issn,2328-1162
psychoanalytic inquiry,"PSYCHOLOGY, PSYCHOANALYSIS",417,psych2,issn,0735-1690
psychoanalytic inquiry,"PSYCHOLOGY, PSYCHOANALYSIS",417,psych2,e_issn,1940-9133
psychoanalytic study of the child,"PSYCHOLOGY, PSYCHOANALYSIS",418,psych2,issn,0079-7308
psychoanalytic study of the child,"PSYCHOLOGY, PSYCHOANALYSIS",418,psych2,e_issn,2474-3356
papers on social representations,"PSYCHOLOGY, SOCIAL",419,psych2,issn,1021-5573
papers on social representations,"PSYCHOLOGY, SOCIAL",419,psych2,e_issn,1819-3978
body movement and dance in psychotherapy,"PSYCHOLOGY, CLINICAL",420,psych2,issn,1743-2979
body movement and dance in psychotherapy,"PSYCHOLOGY, CLINICAL",420,psych2,e_issn,1743-2987
child & family behavior therapy,"PSYCHOLOGY, CLINICAL",421,psych2,issn,0731-7107
child & family behavior therapy,"PSYCHOLOGY, CLINICAL",421,psych2,e_issn,1545-228X
canadian journal of career development,"PSYCHOLOGY, APPLIED",422,psych2,issn,1499-1845
canadian journal of career development,"PSYCHOLOGY, APPLIED",422,psych2,e_issn,1499-1853
psihologijske teme,"PSYCHOLOGY, MULTIDISCIPLINARY",423,psych2,issn,1332-0742
psihologijske teme,"PSYCHOLOGY, MULTIDISCIPLINARY",423,psych2,e_issn,1849-0395
psychology and law,"PSYCHOLOGY, MULTIDISCIPLINARY",424,psych2,issn,2222-5196
psychology and law,"PSYCHOLOGY, MULTIDISCIPLINARY",424,psych2,e_issn,2222-5196
zeitschrift fur sportpsychologie,"PSYCHOLOGY, APPLIED",425,psych2,issn,1612-5010
zeitschrift fur sportpsychologie,"PSYCHOLOGY, APPLIED",425,psych2,e_issn,2190-6300
eksperimentalnaya psikhologiya,"PSYCHOLOGY, EXPERIMENTAL",426,psych2,issn,2072-7593
eksperimentalnaya psikhologiya,"PSYCHOLOGY, EXPERIMENTAL",426,psych2,e_issn,2311-7036
international journal of systemic therapy,"PSYCHOLOGY, CLINICAL",427,psych2,issn,2692-398X
international journal of systemic therapy,"PSYCHOLOGY, CLINICAL",427,psych2,e_issn,2692-3998
praxis der kinderpsychologie und kinderpsychiatrie,"PSYCHOLOGY, DEVELOPMENTAL",428,psych2,issn,0032-7034
praxis der kinderpsychologie und kinderpsychiatrie,"PSYCHOLOGY, DEVELOPMENTAL",428,psych2,e_issn,2196-8225
psychologie francaise,"PSYCHOLOGY, MULTIDISCIPLINARY",429,psych2,issn,0033-2984
psychologie francaise,"PSYCHOLOGY, MULTIDISCIPLINARY",429,psych2,e_issn,0033-2984
journal of child psychotherapy,"PSYCHOLOGY, CLINICAL",430,psych2,issn,0075-417X
journal of child psychotherapy,"PSYCHOLOGY, CLINICAL",430,psych2,e_issn,1469-9370
organizatsionnaya psikologiya,"PSYCHOLOGY, APPLIED",431,psych2,issn,2312-5942
organizatsionnaya psikologiya,"PSYCHOLOGY, APPLIED",431,psych2,e_issn,2312-5942
psicoterapia e scienze umane,"PSYCHOLOGY, CLINICAL",432,psych2,issn,0394-2864
psicoterapia e scienze umane,"PSYCHOLOGY, CLINICAL",432,psych2,e_issn,1972-5043
accion psicologica,"PSYCHOLOGY, MULTIDISCIPLINARY",433,psych2,issn,1578-908X
accion psicologica,"PSYCHOLOGY, MULTIDISCIPLINARY",433,psych2,e_issn,2255-1271
cyprus turkish journal of psychiatry and psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",434,psych2,issn,1302-7840
cyprus turkish journal of psychiatry and psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",434,psych2,e_issn,2667-8225
revista mexicana de psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",435,psych2,issn,0185-6073
european journal of psychotherapy & counselling,"PSYCHOLOGY, CLINICAL",436,psych2,issn,1364-2537
european journal of psychotherapy & counselling,"PSYCHOLOGY, CLINICAL",436,psych2,e_issn,1469-5901
psicodebate-psicologia cultura y sociedad,"PSYCHOLOGY, MULTIDISCIPLINARY",437,psych2,issn,1515-2251
psicodebate-psicologia cultura y sociedad,"PSYCHOLOGY, MULTIDISCIPLINARY",437,psych2,e_issn,2451-6600
quaderns de psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",438,psych2,issn,0211-3481
quaderns de psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",438,psych2,e_issn,2014-4520
geriatrie et psychologie neuropsychiatrie du vieillissement,PSYCHOLOGY,439,psych2,issn,2115-8789
geriatrie et psychologie neuropsychiatrie du vieillissement,PSYCHOLOGY,439,psych2,e_issn,2115-7863
current research in social psychology,"PSYCHOLOGY, SOCIAL",440,psych2,issn,1088-7423
current research in social psychology,"PSYCHOLOGY, SOCIAL",440,psych2,e_issn,1088-7423
organisational and social dynamics,"PSYCHOLOGY, APPLIED",441,psych2,issn,1474-2780
organisational and social dynamics,"PSYCHOLOGY, APPLIED",441,psych2,e_issn,2044-3765
psicologia clinica dello sviluppo,"PSYCHOLOGY, DEVELOPMENTAL",442,psych2,issn,1824-078X
psicologia clinica dello sviluppo,"PSYCHOLOGY, DEVELOPMENTAL",442,psych2,e_issn,1824-078X
psychoanalysis and history,"PSYCHOLOGY, PSYCHOANALYSIS",443,psych2,issn,1460-8235
psychoanalysis and history,"PSYCHOLOGY, PSYCHOANALYSIS",443,psych2,e_issn,1755-201X
journal of child and adolescent mental health,"PSYCHOLOGY, CLINICAL",444,psych2,issn,1728-0583
journal of child and adolescent mental health,"PSYCHOLOGY, CLINICAL",444,psych2,e_issn,1728-0591
psychodynamic practice,"PSYCHOLOGY, CLINICAL",445,psych2,issn,1475-3634
psychodynamic practice,"PSYCHOLOGY, CLINICAL",445,psych2,e_issn,1475-3626
gedrag & organisatie,"PSYCHOLOGY, APPLIED",447,psych2,issn,0921-5077
gedrag & organisatie,"PSYCHOLOGY, APPLIED",447,psych2,e_issn,1875-7235
clinical psychology and special education,"PSYCHOLOGY, CLINICAL",449,psych2,issn,2304-0394
clinical psychology and special education,"PSYCHOLOGY, CLINICAL",449,psych2,e_issn,2304-0394
revista de psicoterapia,"PSYCHOLOGY, CLINICAL",450,psych2,issn,1130-5142
revista de psicoterapia,"PSYCHOLOGY, CLINICAL",450,psych2,e_issn,2339-7950
journal of educational cultural and psychological studies,"PSYCHOLOGY, EDUCATIONAL",451,psych2,issn,2037-7932
journal of educational cultural and psychological studies,"PSYCHOLOGY, EDUCATIONAL",451,psych2,e_issn,2037-7924
psychologie in erziehung und unterricht,"PSYCHOLOGY, EDUCATIONAL",452,psych2,issn,0342-183X
psychologie in erziehung und unterricht,"PSYCHOLOGY, EDUCATIONAL",452,psych2,e_issn,0342-183X
revista de psicologia pucp,"PSYCHOLOGY, MULTIDISCIPLINARY",453,psych2,issn,0254-9247
revista de psicologia pucp,"PSYCHOLOGY, MULTIDISCIPLINARY",453,psych2,e_issn,2223-3733
sibirskiy psikhologicheskiy zhurnal-siberian journal of psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",454,psych2,issn,1726-7080
sibirskiy psikhologicheskiy zhurnal-siberian journal of psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",454,psych2,e_issn,2411-0809
journal of cognitive education and psychology,"PSYCHOLOGY, EDUCATIONAL",455,psych2,issn,1945-8959
journal of cognitive education and psychology,"PSYCHOLOGY, EDUCATIONAL",455,psych2,e_issn,1810-7621
psychologie du travail et des organisations,"PSYCHOLOGY, APPLIED",456,psych2,issn,1420-2530
psychologie du travail et des organisations,"PSYCHOLOGY, APPLIED",456,psych2,e_issn,1420-2530
revista costarricense de psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",457,psych2,issn,0257-1439
revista costarricense de psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",457,psych2,e_issn,1659-2913
revista de historia de la psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",458,psych2,issn,0211-0040
revista de historia de la psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",458,psych2,e_issn,2445-0928
universitas psychologica,"PSYCHOLOGY, MULTIDISCIPLINARY",459,psych2,issn,1657-9267
cuadernos de neuropsicologia-panamerican journal of neuropsychology,"PSYCHOLOGY, BIOLOGICAL",460,psych2,issn,0718-4123
cuadernos de neuropsicologia-panamerican journal of neuropsychology,"PSYCHOLOGY, BIOLOGICAL",460,psych2,e_issn,0718-4123
eureka-revista cientifica de psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",461,psych2,issn,2218-0559
eureka-revista cientifica de psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",461,psych2,e_issn,2220-9026
forum der psychoanalyse,"PSYCHOLOGY, PSYCHOANALYSIS",462,psych2,issn,0178-7667
forum der psychoanalyse,"PSYCHOLOGY, PSYCHOANALYSIS",462,psych2,e_issn,1437-0751
psyche-zeitschrift fur psychoanalyse und ihre anwendungen,"PSYCHOLOGY, PSYCHOANALYSIS",463,psych2,issn,0033-2623
rivista internazionale di filosofia e psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",464,psych2,issn,2039-4667
rivista internazionale di filosofia e psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",464,psych2,e_issn,2239-2629
journal of psychosocial studies,"PSYCHOLOGY, MULTIDISCIPLINARY",465,psych2,issn,1478-6737
journal of psychosocial studies,"PSYCHOLOGY, MULTIDISCIPLINARY",465,psych2,e_issn,1478-6737
studies in psychology-psikoloji calismalari dergisi,"PSYCHOLOGY, MULTIDISCIPLINARY",466,psych2,issn,1304-4680
studies in psychology-psikoloji calismalari dergisi,"PSYCHOLOGY, MULTIDISCIPLINARY",466,psych2,e_issn,2602-2982
actualidades en psicologia,PSYCHOLOGY,467,psych2,issn,0258-6444
actualidades en psicologia,PSYCHOLOGY,467,psych2,e_issn,2215-3535
asia pacific journal of counselling and psychotherapy,"PSYCHOLOGY, CLINICAL",468,psych2,issn,2150-7686
asia pacific journal of counselling and psychotherapy,"PSYCHOLOGY, CLINICAL",468,psych2,e_issn,2150-7708
suicidology,"PSYCHOLOGY, MULTIDISCIPLINARY",469,psych2,issn,2224-1264
suicidology,"PSYCHOLOGY, MULTIDISCIPLINARY",469,psych2,e_issn,2224-1264
revista ces psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",470,psych2,issn,2011-3080
revista ces psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",470,psych2,e_issn,2011-3080
voprosy psikhologii,"PSYCHOLOGY, EDUCATIONAL",471,psych2,issn,0042-8841
voprosy psikhologii,"PSYCHOLOGY, EDUCATIONAL",471,psych2,e_issn,0042-8841
avances en psicologia latinoamericana,PSYCHOLOGY,472,psych2,issn,1794-4724
avances en psicologia latinoamericana,PSYCHOLOGY,472,psych2,e_issn,2145-4515
gruppenpsychotherapie und gruppendynamik,"PSYCHOLOGY, CLINICAL",473,psych2,issn,0017-4947
gruppenpsychotherapie und gruppendynamik,"PSYCHOLOGY, CLINICAL",473,psych2,e_issn,2196-7989
turk psikoloji dergisi,"PSYCHOLOGY, MULTIDISCIPLINARY",474,psych2,issn,1300-4433
turk psikoloji dergisi,"PSYCHOLOGY, MULTIDISCIPLINARY",474,psych2,e_issn,1300-4433
pensando psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",475,psych2,issn,1900-3099
pensando psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",475,psych2,e_issn,2382-3984
zeitschrift fuer individualpsychologie,"PSYCHOLOGY, PSYCHOANALYSIS",476,psych2,issn,0342-393X
zeitschrift fuer individualpsychologie,"PSYCHOLOGY, PSYCHOANALYSIS",476,psych2,e_issn,2196-8330
psychological perspectives-a quarterly journal of jungian thought,"PSYCHOLOGY, PSYCHOANALYSIS",477,psych2,issn,0033-2925
psychological perspectives-a quarterly journal of jungian thought,"PSYCHOLOGY, PSYCHOANALYSIS",477,psych2,e_issn,1556-3030
ricerche di psicologia,PSYCHOLOGY,478,psych2,issn,0391-6081
ricerche di psicologia,PSYCHOLOGY,478,psych2,e_issn,1972-5620
new zealand journal of psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",479,psych2,issn,0112-109X
new zealand journal of psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",479,psych2,e_issn,1179-7924
enfance,"PSYCHOLOGY, DEVELOPMENTAL",480,psych2,issn,0013-7545
enfance,"PSYCHOLOGY, DEVELOPMENTAL",480,psych2,e_issn,1969-6981
psicologia conocimiento y sociedad,"PSYCHOLOGY, MULTIDISCIPLINARY",481,psych2,issn,1688-7026
psicologia conocimiento y sociedad,"PSYCHOLOGY, MULTIDISCIPLINARY",481,psych2,e_issn,1688-7026
psycho-oncologie,PSYCHOLOGY,482,psych2,issn,1778-3798
psycho-oncologie,PSYCHOLOGY,482,psych2,e_issn,1778-381X
diversitas-perspectivas en psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",483,psych2,issn,1794-9998
diversitas-perspectivas en psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",483,psych2,e_issn,2256-3067
arquivos brasileros de psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",484,psych2,issn,1809-5267
arquivos brasileros de psicologia,"PSYCHOLOGY, MULTIDISCIPLINARY",484,psych2,e_issn,1809-5267
calidad de vida y salud,"PSYCHOLOGY, MULTIDISCIPLINARY",485,psych2,issn,1850-6216
calidad de vida y salud,"PSYCHOLOGY, MULTIDISCIPLINARY",485,psych2,e_issn,1850-6216
international journal of integrative psychotherapy,"PSYCHOLOGY, CLINICAL",486,psych2,issn,2156-9703
international journal of integrative psychotherapy,"PSYCHOLOGY, CLINICAL",486,psych2,e_issn,2156-9703
desde el jardin de freud-revista de psicoanalisis,"PSYCHOLOGY, PSYCHOANALYSIS",487,psych2,issn,1657-3986
desde el jardin de freud-revista de psicoanalisis,"PSYCHOLOGY, PSYCHOANALYSIS",487,psych2,e_issn,2256-5477
filigrane-revue de psychanalyse,"PSYCHOLOGY, PSYCHOANALYSIS",488,psych2,issn,1192-1412
filigrane-revue de psychanalyse,"PSYCHOLOGY, PSYCHOANALYSIS",488,psych2,e_issn,1911-4656
ecos-estudos contemporaneos da subjetividade,"PSYCHOLOGY, MULTIDISCIPLINARY",489,psych2,issn,2237-941X
ecos-estudos contemporaneos da subjetividade,"PSYCHOLOGY, MULTIDISCIPLINARY",489,psych2,e_issn,2237-941X
indian journal of psychological science,"PSYCHOLOGY, MULTIDISCIPLINARY",490,psych2,issn,0976-9218
indian journal of psychological science,"PSYCHOLOGY, MULTIDISCIPLINARY",490,psych2,e_issn,0976-9218
revista chilena de neuropsicologia,"PSYCHOLOGY, BIOLOGICAL",491,psych2,issn,0718-4913
revista chilena de neuropsicologia,"PSYCHOLOGY, BIOLOGICAL",491,psych2,e_issn,0718-4913
rivista di psicologia dell emergenza e dell assistenza umanitaria,"PSYCHOLOGY, CLINICAL",492,psych2,issn,2280-9120
rivista di psicologia dell emergenza e dell assistenza umanitaria,"PSYCHOLOGY, CLINICAL",492,psych2,e_issn,2280-9120
psyart journal-online journal for the psychological study of the arts,"PSYCHOLOGY, MULTIDISCIPLINARY",493,psych2,e_issn,1088-5870
revista clinica contemporanea,"PSYCHOLOGY, CLINICAL",494,psych2,issn,1989-9912
revista clinica contemporanea,"PSYCHOLOGY, CLINICAL",494,psych2,e_issn,1989-9912
