journal_name,category,rank,source,issn_type,issn
international journal of sport and exercise psychology,"PSYCHOLOGY, APPLIED",394,psych1,e_issn,1557-251X
journal of applied behavioral science,"PSYCHOLOGY, APPLIED",395,psych1,issn,0021-8863
journal of applied behavioral science,"PSYCHOLOGY, APPLIED",395,psych1,e_issn,1552-6879
cognitive science,"PSYCHOLOGY, EXPERIMENTAL",396,psych1,issn,0364-0213
cognitive science,"PSYCHOLOGY, EXPERIMENTAL",396,psych1,e_issn,1551-6709
parenting-science and practice,"PSYCHOLOGY, DEVELOPMENTAL",397,psych1,issn,1529-5192
parenting-science and practice,"PSYCHOLOGY, DEVELOPMENTAL",397,psych1,e_issn,1532-7922
american behavioral scientist,"PSYCHOLOGY, CLINICAL",398,psych1,issn,0002-7642
american behavioral scientist,"PSYCHOLOGY, CLINICAL",398,psych1,e_issn,1552-3381
journal of counseling and development,"PSYCHOLOGY, APPLIED",399,psych1,issn,0748-9633
journal of counseling and development,"PSYCHOLOGY, APPLIED",399,psych1,e_issn,1556-6676
new ideas in psychology,"PSYCHOLOGY, EXPERIMENTAL",400,psych1,issn,0732-118X
new ideas in psychology,"PSYCHOLOGY, EXPERIMENTAL",400,psych1,e_issn,1873-3522
journal of trauma & dissociation,"PSYCHOLOGY, CLINICAL",402,psych1,issn,1529-9732
journal of trauma & dissociation,"PSYCHOLOGY, CLINICAL",402,psych1,e_issn,1529-9740
schizophrenia research-cognition,"PSYCHOLOGY, EXPERIMENTAL",403,psych1,issn,2215-0013
schizophrenia research-cognition,"PSYCHOLOGY, EXPERIMENTAL",403,psych1,e_issn,2215-0013
biopsychosocial medicine,"PSYCHOLOGY, MULTIDISCIPLINARY",404,psych1,issn,1751-0759
biopsychosocial medicine,"PSYCHOLOGY, MULTIDISCIPLINARY",404,psych1,e_issn,1751-0759
clinica y salud,"PSYCHOLOGY, CLINICAL",405,psych1,issn,1130-5274
clinica y salud,"PSYCHOLOGY, CLINICAL",405,psych1,e_issn,2174-0550
journal of theoretical social psychology,"PSYCHOLOGY, SOCIAL",406,psych1,e_issn,2475-0387
psychology of religion and spirituality,"PSYCHOLOGY, MULTIDISCIPLINARY",407,psych1,issn,1941-1022
psychology of religion and spirituality,"PSYCHOLOGY, MULTIDISCIPLINARY",407,psych1,e_issn,1943-1562
musicae scientiae,"PSYCHOLOGY, EXPERIMENTAL",408,psych1,issn,1029-8649
musicae scientiae,"PSYCHOLOGY, EXPERIMENTAL",408,psych1,e_issn,2045-4147
legal and criminological psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",409,psych1,issn,1355-3259
legal and criminological psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",409,psych1,e_issn,2044-8333
research in autism spectrum disorders,"PSYCHOLOGY, DEVELOPMENTAL",410,psych1,issn,1750-9467
research in autism spectrum disorders,"PSYCHOLOGY, DEVELOPMENTAL",410,psych1,e_issn,1878-0237
feminism & psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",411,psych1,issn,0959-3535
feminism & psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",411,psych1,e_issn,1461-7161
journal of applied developmental psychology,"PSYCHOLOGY, DEVELOPMENTAL",412,psych1,issn,0193-3973
journal of applied developmental psychology,"PSYCHOLOGY, DEVELOPMENTAL",412,psych1,e_issn,1873-7900
journal of psychedelic studies,"PSYCHOLOGY, MULTIDISCIPLINARY",413,psych1,e_issn,2559-9283
journal of experimental psychology-learning memory and cognition,PSYCHOLOGY,414,psych1,issn,0278-7393
journal of experimental psychology-learning memory and cognition,PSYCHOLOGY,414,psych1,e_issn,1939-1285
educational and developmental psychologist,"PSYCHOLOGY, DEVELOPMENTAL",416,psych1,issn,2059-0776
educational and developmental psychologist,"PSYCHOLOGY, DEVELOPMENTAL",416,psych1,e_issn,2059-0784
neurobiology of learning and memory,PSYCHOLOGY,417,psych1,issn,1074-7427
neurobiology of learning and memory,PSYCHOLOGY,417,psych1,e_issn,1095-9564
applied psychophysiology and biofeedback,"PSYCHOLOGY, CLINICAL",419,psych1,issn,1090-0586
applied psychophysiology and biofeedback,"PSYCHOLOGY, CLINICAL",419,psych1,e_issn,1573-3270
international journal of sexual health,"PSYCHOLOGY, CLINICAL",420,psych1,issn,1931-7611
international journal of sexual health,"PSYCHOLOGY, CLINICAL",420,psych1,e_issn,1931-762X
memory & cognition,"PSYCHOLOGY, EXPERIMENTAL",421,psych1,issn,0090-502X
memory & cognition,"PSYCHOLOGY, EXPERIMENTAL",421,psych1,e_issn,1532-5946
journal of mathematical psychology,"PSYCHOLOGY, MATHEMATICAL",422,psych1,issn,0022-2496
journal of mathematical psychology,"PSYCHOLOGY, MATHEMATICAL",422,psych1,e_issn,1096-0880
journal of adolescent research,"PSYCHOLOGY, DEVELOPMENTAL",423,psych1,issn,0743-5584
journal of adolescent research,"PSYCHOLOGY, DEVELOPMENTAL",423,psych1,e_issn,1552-6895
journal of psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",424,psych1,issn,0022-3980
journal of psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",424,psych1,e_issn,1940-1019
psychological research-psychologische forschung,"PSYCHOLOGY, EXPERIMENTAL",425,psych1,issn,0340-0727
psychological research-psychologische forschung,"PSYCHOLOGY, EXPERIMENTAL",425,psych1,e_issn,1430-2772
journal of cognitive engineering and decision making,"PSYCHOLOGY, APPLIED",426,psych1,issn,1555-3434
journal of cognitive engineering and decision making,"PSYCHOLOGY, APPLIED",426,psych1,e_issn,2169-5032
brain and cognition,"PSYCHOLOGY, EXPERIMENTAL",427,psych1,issn,0278-2626
brain and cognition,"PSYCHOLOGY, EXPERIMENTAL",427,psych1,e_issn,1090-2147
memory,"PSYCHOLOGY, EXPERIMENTAL",428,psych1,issn,0965-8211
memory,"PSYCHOLOGY, EXPERIMENTAL",428,psych1,e_issn,1464-0686
current developmental disorders reports,"PSYCHOLOGY, DEVELOPMENTAL",429,psych1,e_issn,2196-2987
journal of personnel psychology,"PSYCHOLOGY, APPLIED",430,psych1,issn,1866-5888
journal of personnel psychology,"PSYCHOLOGY, APPLIED",430,psych1,e_issn,2190-5150
journal of organizational behavior management,"PSYCHOLOGY, APPLIED",431,psych1,issn,0160-8061
journal of organizational behavior management,"PSYCHOLOGY, APPLIED",431,psych1,e_issn,1540-8604
death studies,"PSYCHOLOGY, MULTIDISCIPLINARY",432,psych1,issn,0748-1187
death studies,"PSYCHOLOGY, MULTIDISCIPLINARY",432,psych1,e_issn,1091-7683
psychology of popular media,"PSYCHOLOGY, MULTIDISCIPLINARY",433,psych1,issn,2689-6567
psychology of popular media,"PSYCHOLOGY, MULTIDISCIPLINARY",433,psych1,e_issn,2689-6575
brain and language,"PSYCHOLOGY, EXPERIMENTAL",434,psych1,issn,0093-934X
brain and language,"PSYCHOLOGY, EXPERIMENTAL",434,psych1,e_issn,1090-2155
behavioral disorders,"PSYCHOLOGY, CLINICAL",435,psych1,issn,0198-7429
behavioral disorders,"PSYCHOLOGY, CLINICAL",435,psych1,e_issn,2163-5307
early education and development,"PSYCHOLOGY, EDUCATIONAL",437,psych1,issn,1040-9289
early education and development,"PSYCHOLOGY, EDUCATIONAL",437,psych1,e_issn,1556-6935
journal of sex & marital therapy,"PSYCHOLOGY, CLINICAL",438,psych1,issn,0092-623X
journal of sex & marital therapy,"PSYCHOLOGY, CLINICAL",438,psych1,e_issn,1521-0715
sexual abuse-a journal of research and treatment,"PSYCHOLOGY, CLINICAL",439,psych1,issn,1079-0632
sexual abuse-a journal of research and treatment,"PSYCHOLOGY, CLINICAL",439,psych1,e_issn,1573-286X
criminal justice and behavior,"PSYCHOLOGY, CLINICAL",440,psych1,issn,0093-8548
criminal justice and behavior,"PSYCHOLOGY, CLINICAL",440,psych1,e_issn,1552-3594
journal of applied research in intellectual disabilities,"PSYCHOLOGY, EDUCATIONAL",441,psych1,issn,1360-2322
journal of applied research in intellectual disabilities,"PSYCHOLOGY, EDUCATIONAL",441,psych1,e_issn,1468-3148
archives of clinical neuropsychology,PSYCHOLOGY,442,psych1,issn,0887-6177
archives of clinical neuropsychology,PSYCHOLOGY,442,psych1,e_issn,1873-5843
journal of latinx psychology,"PSYCHOLOGY, CLINICAL",444,psych1,issn,2578-8086
journal of latinx psychology,"PSYCHOLOGY, CLINICAL",444,psych1,e_issn,2578-8094
journal of psychosomatic obstetrics & gynecology,"PSYCHOLOGY, CLINICAL",446,psych1,issn,0167-482X
journal of psychosomatic obstetrics & gynecology,"PSYCHOLOGY, CLINICAL",446,psych1,e_issn,1743-8942
journal of experimental psychology-human perception and performance,PSYCHOLOGY,447,psych1,issn,0096-1523
journal of experimental psychology-human perception and performance,PSYCHOLOGY,447,psych1,e_issn,1939-1277
cognitive systems research,"PSYCHOLOGY, EXPERIMENTAL",449,psych1,issn,2214-4366
cognitive systems research,"PSYCHOLOGY, EXPERIMENTAL",449,psych1,e_issn,1389-0417
educational and psychological measurement,"PSYCHOLOGY, EDUCATIONAL",450,psych1,issn,0013-1644
educational and psychological measurement,"PSYCHOLOGY, EDUCATIONAL",450,psych1,e_issn,1552-3888
journal of psychoactive drugs,"PSYCHOLOGY, CLINICAL",452,psych1,issn,0279-1072
journal of psychoactive drugs,"PSYCHOLOGY, CLINICAL",452,psych1,e_issn,2159-9777
discourse processes,"PSYCHOLOGY, EDUCATIONAL",453,psych1,issn,0163-853X
discourse processes,"PSYCHOLOGY, EDUCATIONAL",453,psych1,e_issn,1532-6950
consciousness and cognition,"PSYCHOLOGY, EXPERIMENTAL",455,psych1,issn,1053-8100
consciousness and cognition,"PSYCHOLOGY, EXPERIMENTAL",455,psych1,e_issn,1090-2376
acta psychologica,"PSYCHOLOGY, EXPERIMENTAL",456,psych1,issn,0001-6918
acta psychologica,"PSYCHOLOGY, EXPERIMENTAL",456,psych1,e_issn,1873-6297
transgender health,"PSYCHOLOGY, CLINICAL",457,psych1,issn,2688-4887
transgender health,"PSYCHOLOGY, CLINICAL",457,psych1,e_issn,2380-193X
applied cognitive psychology,"PSYCHOLOGY, EXPERIMENTAL",458,psych1,issn,0888-4080
applied cognitive psychology,"PSYCHOLOGY, EXPERIMENTAL",458,psych1,e_issn,1099-0720
cognitive behaviour therapist,"PSYCHOLOGY, CLINICAL",459,psych1,issn,1754-470X
cognitive behaviour therapist,"PSYCHOLOGY, CLINICAL",459,psych1,e_issn,1754-470X
affective science,PSYCHOLOGY,460,psych1,issn,2662-2041
affective science,PSYCHOLOGY,460,psych1,e_issn,2662-205X
journal of reproductive and infant psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",462,psych1,issn,0264-6838
journal of reproductive and infant psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",462,psych1,e_issn,1469-672X
behavior analysis in practice,"PSYCHOLOGY, CLINICAL",463,psych1,issn,1998-1929
behavior analysis in practice,"PSYCHOLOGY, CLINICAL",463,psych1,e_issn,2196-8934
journal of community psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",464,psych1,issn,0090-4392
journal of community psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",464,psych1,e_issn,1520-6629
journal of sport & exercise psychology,PSYCHOLOGY,465,psych1,issn,0895-2779
journal of sport & exercise psychology,PSYCHOLOGY,465,psych1,e_issn,1543-2904
zeitschrift fur psychologie-journal of psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",466,psych1,issn,2190-8370
zeitschrift fur psychologie-journal of psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",466,psych1,e_issn,2151-2604
australian psychologist,"PSYCHOLOGY, MULTIDISCIPLINARY",467,psych1,issn,0005-0067
australian psychologist,"PSYCHOLOGY, MULTIDISCIPLINARY",467,psych1,e_issn,1742-9544
ecopsychology,"PSYCHOLOGY, MULTIDISCIPLINARY",468,psych1,issn,1942-9347
ecopsychology,"PSYCHOLOGY, MULTIDISCIPLINARY",468,psych1,e_issn,1942-9347
journal of neuropsychology,PSYCHOLOGY,469,psych1,issn,1748-6645
journal of neuropsychology,PSYCHOLOGY,469,psych1,e_issn,1748-6653
ergonomics,PSYCHOLOGY,470,psych1,issn,0014-0139
ergonomics,PSYCHOLOGY,470,psych1,e_issn,1366-5847
methodology-european journal of research methods for the behavioral and social sciences,"PSYCHOLOGY, MATHEMATICAL",471,psych1,issn,1614-1881
methodology-european journal of research methods for the behavioral and social sciences,"PSYCHOLOGY, MATHEMATICAL",471,psych1,e_issn,1614-2241
translational issues in psychological science,"PSYCHOLOGY, MULTIDISCIPLINARY",472,psych1,issn,2332-2136
translational issues in psychological science,"PSYCHOLOGY, MULTIDISCIPLINARY",472,psych1,e_issn,2332-2179
journal of general psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",473,psych1,issn,0022-1309
journal of general psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",473,psych1,e_issn,1940-0888
judgment and decision making,"PSYCHOLOGY, MULTIDISCIPLINARY",474,psych1,issn,1930-2975
judgment and decision making,"PSYCHOLOGY, MULTIDISCIPLINARY",474,psych1,e_issn,1930-2975
psychology learning and teaching-plat,"PSYCHOLOGY, MULTIDISCIPLINARY",475,psych1,issn,1475-7257
psychology learning and teaching-plat,"PSYCHOLOGY, MULTIDISCIPLINARY",475,psych1,e_issn,2057-3022
learning & behavior,"PSYCHOLOGY, BIOLOGICAL",476,psych1,issn,1543-4494
learning & behavior,"PSYCHOLOGY, BIOLOGICAL",476,psych1,e_issn,1543-4508
south african journal of psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",477,psych1,issn,0081-2463
south african journal of psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",477,psych1,e_issn,2078-208X
europes journal of psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",478,psych1,issn,1841-0413
europes journal of psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",478,psych1,e_issn,1841-0413
ethics & behavior,"PSYCHOLOGY, MULTIDISCIPLINARY",480,psych1,issn,1050-8422
ethics & behavior,"PSYCHOLOGY, MULTIDISCIPLINARY",480,psych1,e_issn,1532-7019
scandinavian journal of psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",481,psych1,issn,0036-5564
scandinavian journal of psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",481,psych1,e_issn,1467-9450
international journal for the psychology of religion,"PSYCHOLOGY, MULTIDISCIPLINARY",482,psych1,issn,1050-8619
international journal for the psychology of religion,"PSYCHOLOGY, MULTIDISCIPLINARY",482,psych1,e_issn,1532-7582
journal of emotional and behavioral disorders,"PSYCHOLOGY, MULTIDISCIPLINARY",483,psych1,issn,1063-4266
journal of emotional and behavioral disorders,"PSYCHOLOGY, MULTIDISCIPLINARY",483,psych1,e_issn,1538-4799
journal of media psychology-theories methods and applications,"PSYCHOLOGY, MULTIDISCIPLINARY",484,psych1,issn,1864-1105
journal of media psychology-theories methods and applications,"PSYCHOLOGY, MULTIDISCIPLINARY",484,psych1,e_issn,2151-2388
crisis-the journal of crisis intervention and suicide prevention,"PSYCHOLOGY, MULTIDISCIPLINARY",485,psych1,issn,0227-5910
crisis-the journal of crisis intervention and suicide prevention,"PSYCHOLOGY, MULTIDISCIPLINARY",485,psych1,e_issn,2151-2396
european journal of psychology open,"PSYCHOLOGY, MULTIDISCIPLINARY",486,psych1,issn,2673-8627
european journal of psychology open,"PSYCHOLOGY, MULTIDISCIPLINARY",486,psych1,e_issn,2673-8627
psychological reports,"PSYCHOLOGY, MULTIDISCIPLINARY",487,psych1,issn,0033-2941
psychological reports,"PSYCHOLOGY, MULTIDISCIPLINARY",487,psych1,e_issn,1558-691X
psicologia educativa,"PSYCHOLOGY, MULTIDISCIPLINARY",488,psych1,issn,1135-755X
psicologia educativa,"PSYCHOLOGY, MULTIDISCIPLINARY",488,psych1,e_issn,2174-0526
journal of genetic psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",489,psych1,issn,0022-1325
journal of genetic psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",489,psych1,e_issn,1940-0896
cogent psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",490,psych1,issn,2331-1908
cogent psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",490,psych1,e_issn,2331-1908
behavior and social issues,"PSYCHOLOGY, MULTIDISCIPLINARY",491,psych1,issn,1064-9506
behavior and social issues,"PSYCHOLOGY, MULTIDISCIPLINARY",491,psych1,e_issn,2376-6786
journal of neuroscience psychology and economics,"PSYCHOLOGY, MULTIDISCIPLINARY",492,psych1,issn,1937-321X
journal of neuroscience psychology and economics,"PSYCHOLOGY, MULTIDISCIPLINARY",492,psych1,e_issn,2151-318X
journal of the american psychoanalytic association,"PSYCHOLOGY, PSYCHOANALYSIS",493,psych1,issn,0003-0651
journal of the american psychoanalytic association,"PSYCHOLOGY, PSYCHOANALYSIS",493,psych1,e_issn,1941-2460
psychoanalytic psychotherapy,"PSYCHOLOGY, PSYCHOANALYSIS",494,psych1,issn,0266-8734
psychoanalytic psychotherapy,"PSYCHOLOGY, PSYCHOANALYSIS",494,psych1,e_issn,1474-9734
international journal of psychoanalysis,"PSYCHOLOGY, PSYCHOANALYSIS",495,psych1,issn,0020-7578
international journal of psychoanalysis,"PSYCHOLOGY, PSYCHOANALYSIS",495,psych1,e_issn,1745-8315
bulletin of the menninger clinic,"PSYCHOLOGY, PSYCHOANALYSIS",496,psych1,issn,0025-9284
bulletin of the menninger clinic,"PSYCHOLOGY, PSYCHOANALYSIS",496,psych1,e_issn,1943-2828
psychoanalytic psychology,"PSYCHOLOGY, PSYCHOANALYSIS",497,psych1,issn,0736-9735
psychoanalytic psychology,"PSYCHOLOGY, PSYCHOANALYSIS",497,psych1,e_issn,1939-1331
international forum of psychoanalysis,"PSYCHOLOGY, PSYCHOANALYSIS",498,psych1,issn,0803-706X
international forum of psychoanalysis,"PSYCHOLOGY, PSYCHOANALYSIS",498,psych1,e_issn,1651-2324
zeitschrift fur psychosomatische medizin und psychotherapie,"PSYCHOLOGY, PSYCHOANALYSIS",499,psych1,issn,1438-3608
zeitschrift fur psychosomatische medizin und psychotherapie,"PSYCHOLOGY, PSYCHOANALYSIS",499,psych1,e_issn,2196-8349
psychoanalytic quarterly,"PSYCHOLOGY, PSYCHOANALYSIS",500,psych1,issn,0033-2828
psychoanalytic quarterly,"PSYCHOLOGY, PSYCHOANALYSIS",500,psych1,e_issn,2167-4086
psychoanalytic dialogues,"PSYCHOLOGY, PSYCHOANALYSIS",501,psych1,issn,1048-1885
psychoanalytic dialogues,"PSYCHOLOGY, PSYCHOANALYSIS",501,psych1,e_issn,1940-9222
journal of analytical psychology,"PSYCHOLOGY, PSYCHOANALYSIS",502,psych1,issn,0021-8774
journal of analytical psychology,"PSYCHOLOGY, PSYCHOANALYSIS",502,psych1,e_issn,1468-5922
psychoanalysis self and context,"PSYCHOLOGY, PSYCHOANALYSIS",503,psych1,issn,2472-0038
psychoanalysis self and context,"PSYCHOLOGY, PSYCHOANALYSIS",503,psych1,e_issn,2472-0046
contemporary psychoanalysis,"PSYCHOLOGY, PSYCHOANALYSIS",504,psych1,issn,0010-7530
contemporary psychoanalysis,"PSYCHOLOGY, PSYCHOANALYSIS",504,psych1,e_issn,2330-9091
journal of applied social psychology,"PSYCHOLOGY, SOCIAL",1,psych2,issn,0021-9029
journal of applied social psychology,"PSYCHOLOGY, SOCIAL",1,psych2,e_issn,1559-1816
identity-an international journal of theory and research,"PSYCHOLOGY, SOCIAL",2,psych2,issn,1528-3488
identity-an international journal of theory and research,"PSYCHOLOGY, SOCIAL",2,psych2,e_issn,1532-706X
health psychology report,"PSYCHOLOGY, SOCIAL",3,psych2,issn,2353-4184
health psychology report,"PSYCHOLOGY, SOCIAL",3,psych2,e_issn,2353-5571
international journal of stress management,"PSYCHOLOGY, APPLIED",4,psych2,issn,1072-5245
international journal of stress management,"PSYCHOLOGY, APPLIED",4,psych2,e_issn,1573-3424
social psychology quarterly,"PSYCHOLOGY, SOCIAL",8,psych2,issn,0190-2725
social psychology quarterly,"PSYCHOLOGY, SOCIAL",8,psych2,e_issn,1939-8999
career development quarterly,"PSYCHOLOGY, APPLIED",9,psych2,issn,0889-4019
career development quarterly,"PSYCHOLOGY, APPLIED",9,psych2,e_issn,2161-0045
journal of the association for consumer research,"PSYCHOLOGY, APPLIED",10,psych2,issn,2378-1815
journal of the association for consumer research,"PSYCHOLOGY, APPLIED",10,psych2,e_issn,2378-1823
asian journal of social psychology,"PSYCHOLOGY, SOCIAL",11,psych2,issn,1367-2223
asian journal of social psychology,"PSYCHOLOGY, SOCIAL",11,psych2,e_issn,1467-839X
infant mental health journal,"PSYCHOLOGY, DEVELOPMENTAL",12,psych2,issn,0163-9641
infant mental health journal,"PSYCHOLOGY, DEVELOPMENTAL",12,psych2,e_issn,1097-0355
journal of language and social psychology,"PSYCHOLOGY, SOCIAL",13,psych2,issn,0261-927X
journal of language and social psychology,"PSYCHOLOGY, SOCIAL",13,psych2,e_issn,1552-6526
journal of research in reading,"PSYCHOLOGY, EDUCATIONAL",14,psych2,issn,0141-0423
journal of research in reading,"PSYCHOLOGY, EDUCATIONAL",14,psych2,e_issn,1467-9817
reading and writing,"PSYCHOLOGY, EDUCATIONAL",15,psych2,issn,0922-4777
reading and writing,"PSYCHOLOGY, EDUCATIONAL",15,psych2,e_issn,1573-0905
infancy,"PSYCHOLOGY, DEVELOPMENTAL",16,psych2,issn,1525-0008
infancy,"PSYCHOLOGY, DEVELOPMENTAL",16,psych2,e_issn,1532-7078
journal of early adolescence,"PSYCHOLOGY, DEVELOPMENTAL",17,psych2,issn,0272-4316
journal of early adolescence,"PSYCHOLOGY, DEVELOPMENTAL",17,psych2,e_issn,1552-5449
neuropsychologia,"PSYCHOLOGY, EXPERIMENTAL",18,psych2,issn,0028-3932
neuropsychologia,"PSYCHOLOGY, EXPERIMENTAL",18,psych2,e_issn,1873-3514
international journal of behavioral medicine,"PSYCHOLOGY, CLINICAL",20,psych2,issn,1070-5503
international journal of behavioral medicine,"PSYCHOLOGY, CLINICAL",20,psych2,e_issn,1532-7558
personality and mental health,"PSYCHOLOGY, SOCIAL",22,psych2,issn,1932-8621
personality and mental health,"PSYCHOLOGY, SOCIAL",22,psych2,e_issn,1932-863X
behavior modification,"PSYCHOLOGY, CLINICAL",23,psych2,issn,0145-4455
behavior modification,"PSYCHOLOGY, CLINICAL",23,psych2,e_issn,1552-4167
behavioural and cognitive psychotherapy,"PSYCHOLOGY, CLINICAL",24,psych2,issn,1352-4658
behavioural and cognitive psychotherapy,"PSYCHOLOGY, CLINICAL",24,psych2,e_issn,1469-1833
international journal of clinical and experimental hypnosis,"PSYCHOLOGY, CLINICAL",25,psych2,issn,0020-7144
international journal of clinical and experimental hypnosis,"PSYCHOLOGY, CLINICAL",25,psych2,e_issn,1744-5183
health psychology research,"PSYCHOLOGY, CLINICAL",26,psych2,issn,2420-8124
health psychology research,"PSYCHOLOGY, CLINICAL",26,psych2,e_issn,2420-8124
european journal of trauma & dissociation,"PSYCHOLOGY, CLINICAL",28,psych2,issn,2468-7499
european journal of trauma & dissociation,"PSYCHOLOGY, CLINICAL",28,psych2,e_issn,2468-7499
dyslexia,"PSYCHOLOGY, EDUCATIONAL",30,psych2,issn,1076-9242
dyslexia,"PSYCHOLOGY, EDUCATIONAL",30,psych2,e_issn,1099-0909
rehabilitation psychology,"PSYCHOLOGY, CLINICAL",31,psych2,issn,0090-5550
rehabilitation psychology,"PSYCHOLOGY, CLINICAL",31,psych2,e_issn,1939-1544
counseling psychologist,"PSYCHOLOGY, APPLIED",32,psych2,issn,0011-0000
counseling psychologist,"PSYCHOLOGY, APPLIED",32,psych2,e_issn,1552-3861
international journal of adolescence and youth,"PSYCHOLOGY, DEVELOPMENTAL",33,psych2,issn,0267-3843
international journal of adolescence and youth,"PSYCHOLOGY, DEVELOPMENTAL",33,psych2,e_issn,2164-4527
psychological services,"PSYCHOLOGY, CLINICAL",35,psych2,issn,1541-1559
psychological services,"PSYCHOLOGY, CLINICAL",35,psych2,e_issn,1939-148X
mind brain and education,"PSYCHOLOGY, DEVELOPMENTAL",36,psych2,issn,1751-2271
mind brain and education,"PSYCHOLOGY, DEVELOPMENTAL",36,psych2,e_issn,1751-228X
journal of educational and behavioral statistics,"PSYCHOLOGY, MATHEMATICAL",37,psych2,issn,1076-9986
journal of educational and behavioral statistics,"PSYCHOLOGY, MATHEMATICAL",37,psych2,e_issn,1935-1054
developmental psychobiology,PSYCHOLOGY,38,psych2,issn,0012-1630
developmental psychobiology,PSYCHOLOGY,38,psych2,e_issn,1098-2302
infant behavior & development,"PSYCHOLOGY, DEVELOPMENTAL",39,psych2,issn,0163-6383
infant behavior & development,"PSYCHOLOGY, DEVELOPMENTAL",39,psych2,e_issn,1879-0453
european journal of developmental psychology,"PSYCHOLOGY, DEVELOPMENTAL",40,psych2,issn,1740-5629
european journal of developmental psychology,"PSYCHOLOGY, DEVELOPMENTAL",40,psych2,e_issn,1740-5610
indian journal of psychological medicine,PSYCHOLOGY,42,psych2,issn,0253-7176
indian journal of psychological medicine,PSYCHOLOGY,42,psych2,e_issn,0975-1564
journal of trust research,"PSYCHOLOGY, SOCIAL",43,psych2,issn,2151-5581
journal of trust research,"PSYCHOLOGY, SOCIAL",43,psych2,e_issn,2151-559X
american indian and alaska native mental health research,"PSYCHOLOGY, CLINICAL",44,psych2,issn,1533-7731
american indian and alaska native mental health research,"PSYCHOLOGY, CLINICAL",44,psych2,e_issn,1533-7731
journal of college student psychotherapy,"PSYCHOLOGY, APPLIED",45,psych2,issn,8756-8225
journal of college student psychotherapy,"PSYCHOLOGY, APPLIED",45,psych2,e_issn,1540-4730
journal of gay & lesbian mental health,"PSYCHOLOGY, CLINICAL",46,psych2,issn,1935-9705
journal of gay & lesbian mental health,"PSYCHOLOGY, CLINICAL",46,psych2,e_issn,1935-9713
high ability studies,"PSYCHOLOGY, EDUCATIONAL",47,psych2,issn,1359-8139
high ability studies,"PSYCHOLOGY, EDUCATIONAL",47,psych2,e_issn,1469-834X
international journal of school & educational psychology,"PSYCHOLOGY, EDUCATIONAL",48,psych2,issn,2168-3603
international journal of school & educational psychology,"PSYCHOLOGY, EDUCATIONAL",48,psych2,e_issn,2168-3611
journal of psychotherapy integration,"PSYCHOLOGY, CLINICAL",49,psych2,issn,1053-0479
journal of psychotherapy integration,"PSYCHOLOGY, CLINICAL",49,psych2,e_issn,1573-3696
mind & language,"PSYCHOLOGY, EXPERIMENTAL",50,psych2,issn,0268-1064
mind & language,"PSYCHOLOGY, EXPERIMENTAL",50,psych2,e_issn,1468-0017
group dynamics-theory research and practice,"PSYCHOLOGY, SOCIAL",51,psych2,issn,1089-2699
group dynamics-theory research and practice,"PSYCHOLOGY, SOCIAL",51,psych2,e_issn,1930-7802
journal of developmental and behavioral pediatrics,"PSYCHOLOGY, DEVELOPMENTAL",52,psych2,issn,0196-206X
journal of developmental and behavioral pediatrics,"PSYCHOLOGY, DEVELOPMENTAL",52,psych2,e_issn,1536-7312
training and education in professional psychology,"PSYCHOLOGY, EDUCATIONAL",53,psych2,issn,1931-3918
training and education in professional psychology,"PSYCHOLOGY, EDUCATIONAL",53,psych2,e_issn,1931-3926
journal of experimental child psychology,"PSYCHOLOGY, DEVELOPMENTAL",54,psych2,issn,0022-0965
journal of experimental child psychology,"PSYCHOLOGY, DEVELOPMENTAL",54,psych2,e_issn,1096-0457
child care health and development,"PSYCHOLOGY, DEVELOPMENTAL",56,psych2,issn,0305-1862
child care health and development,"PSYCHOLOGY, DEVELOPMENTAL",56,psych2,e_issn,1365-2214
journal of adult development,"PSYCHOLOGY, DEVELOPMENTAL",57,psych2,issn,1068-0667
journal of adult development,"PSYCHOLOGY, DEVELOPMENTAL",57,psych2,e_issn,1573-3440
